Initial Perceptron Parameter's Error Rate: 50.0% -> [-733.2523296631203, 198.10434115215162, 766.609283154683]

    1-th training, ErrorRate: 50.0% -> [-733.7523296631203, 164.10434115215162, 757.909283154683]
  476-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  477-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  478-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  479-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  480-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  481-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  482-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  483-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  484-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  485-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  486-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  487-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  488-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  489-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  490-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  491-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  492-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  493-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  494-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  495-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  496-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  497-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  498-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  499-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  500-th training, ErrorRate: 50.0% -> [-739.2523296631203, 28.254341152151575, 479.95928315468257]
  501-th training, ErrorRate: 53.0% -> [-739.7523296631203, -5.745658847848425, 471.2592831546826]
  502-th training, ErrorRate: 78.0% -> [-740.2523296631203, -38.14565884784842, 465.15928315468256]
  503-th training, ErrorRate: 82.0% -> [-740.7523296631203, -82.99565884784843, 454.15928315468256]
  504-th training, ErrorRate: 58.0% -> [-741.2523296631203, -118.44565884784843, 445.95928315468257]
  505-th training, ErrorRate: 58.0% -> [-741.2523296631203, -118.44565884784843, 445.95928315468257]
  506-th training, ErrorRate: 58.0% -> [-741.2523296631203, -118.44565884784843, 445.95928315468257]
  507-th training, ErrorRate: 58.0% -> [-741.2523296631203, -118.44565884784843, 445.95928315468257]
  508-th training, ErrorRate: 58.0% -> [-741.2523296631203, -118.44565884784843, 445.95928315468257]
  509-th training, ErrorRate: 58.0% -> [-741.2523296631203, -118.44565884784843, 445.95928315468257]
  510-th training, ErrorRate: 58.0% -> [-741.2523296631203, -118.44565884784843, 445.95928315468257]
  511-th training, ErrorRate: 58.0% -> [-741.2523296631203, -118.44565884784843, 445.95928315468257]
  512-th training, ErrorRate: 58.0% -> [-741.2523296631203, -118.44565884784843, 445.95928315468257]
  513-th training, ErrorRate: 58.0% -> [-741.2523296631203, -118.44565884784843, 445.95928315468257]
  514-th training, ErrorRate: 58.0% -> [-741.2523296631203, -118.44565884784843, 445.95928315468257]
  515-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  516-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  517-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  518-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  519-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  520-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  521-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  522-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  523-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  524-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  525-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  526-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  527-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  528-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  529-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  530-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  531-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  532-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  533-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  534-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  535-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  536-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  537-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  538-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  539-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  540-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  541-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  542-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  543-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  544-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  545-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  546-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  547-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  548-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  549-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  550-th training, ErrorRate: 50.0% -> [-741.7523296631203, -153.44565884784845, 435.10928315468254]
  551-th training, ErrorRate: 72.0% -> [-741.2523296631203, -99.69565884784845, 437.95928315468257]
  552-th training, ErrorRate: 86.0% -> [-740.7523296631203, -50.84565884784845, 440.8092831546826]
  553-th training, ErrorRate: 57.0% -> [-740.2523296631203, -10.845658847848448, 443.1592831546826]
  554-th training, ErrorRate: 57.0% -> [-740.2523296631203, -10.845658847848448, 443.1592831546826]
  555-th training, ErrorRate: 57.0% -> [-740.2523296631203, -10.845658847848448, 443.1592831546826]
  556-th training, ErrorRate: 57.0% -> [-740.2523296631203, -10.845658847848448, 443.1592831546826]
  557-th training, ErrorRate: 57.0% -> [-740.2523296631203, -10.845658847848448, 443.1592831546826]
  558-th training, ErrorRate: 57.0% -> [-740.2523296631203, -10.845658847848448, 443.1592831546826]
  559-th training, ErrorRate: 57.0% -> [-740.2523296631203, -10.845658847848448, 443.1592831546826]
  560-th training, ErrorRate: 57.0% -> [-740.2523296631203, -10.845658847848448, 443.1592831546826]
  561-th training, ErrorRate: 57.0% -> [-740.2523296631203, -10.845658847848448, 443.1592831546826]
  562-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  563-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  564-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  565-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  566-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  567-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  568-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  569-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  570-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  571-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  572-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  573-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  574-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  575-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  576-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  577-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  578-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  579-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  580-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  581-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  582-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  583-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  584-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  585-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  586-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  587-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  588-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  589-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  590-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  591-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  592-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  593-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  594-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  595-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  596-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  597-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  598-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  599-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  600-th training, ErrorRate: 50.0% -> [-739.7523296631203, 30.404341152151552, 443.50928315468263]
  601-th training, ErrorRate: 53.0% -> [-740.2523296631203, -3.5956588478484477, 434.80928315468265]
  602-th training, ErrorRate: 78.0% -> [-740.7523296631203, -35.995658847848446, 428.7092831546826]
  603-th training, ErrorRate: 81.0% -> [-741.2523296631203, -80.84565884784845, 417.7092831546826]
  604-th training, ErrorRate: 55.0% -> [-741.7523296631203, -116.29565884784846, 409.50928315468263]
  605-th training, ErrorRate: 55.0% -> [-741.7523296631203, -116.29565884784846, 409.50928315468263]
  606-th training, ErrorRate: 55.0% -> [-741.7523296631203, -116.29565884784846, 409.50928315468263]
  607-th training, ErrorRate: 55.0% -> [-741.7523296631203, -116.29565884784846, 409.50928315468263]
  608-th training, ErrorRate: 55.0% -> [-741.7523296631203, -116.29565884784846, 409.50928315468263]
  609-th training, ErrorRate: 55.0% -> [-741.7523296631203, -116.29565884784846, 409.50928315468263]
  610-th training, ErrorRate: 55.0% -> [-741.7523296631203, -116.29565884784846, 409.50928315468263]
  611-th training, ErrorRate: 55.0% -> [-741.7523296631203, -116.29565884784846, 409.50928315468263]
  612-th training, ErrorRate: 55.0% -> [-741.7523296631203, -116.29565884784846, 409.50928315468263]
  613-th training, ErrorRate: 55.0% -> [-741.7523296631203, -116.29565884784846, 409.50928315468263]
  614-th training, ErrorRate: 55.0% -> [-741.7523296631203, -116.29565884784846, 409.50928315468263]
  615-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  616-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  617-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  618-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  619-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  620-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  621-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  622-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  623-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  624-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  625-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  626-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  627-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  628-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  629-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  630-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  631-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  632-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  633-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  634-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  635-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  636-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  637-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  638-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  639-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  640-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  641-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  642-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  643-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  644-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  645-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  646-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  647-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  648-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  649-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  650-th training, ErrorRate: 50.0% -> [-742.2523296631203, -151.29565884784847, 398.6592831546826]
  651-th training, ErrorRate: 66.0% -> [-741.7523296631203, -97.54565884784847, 401.50928315468263]
  652-th training, ErrorRate: 87.0% -> [-741.2523296631203, -48.69565884784847, 404.35928315468266]
  653-th training, ErrorRate: 57.0% -> [-740.7523296631203, -8.69565884784847, 406.7092831546827]
  654-th training, ErrorRate: 57.0% -> [-740.7523296631203, -8.69565884784847, 406.7092831546827]
  655-th training, ErrorRate: 57.0% -> [-740.7523296631203, -8.69565884784847, 406.7092831546827]
  656-th training, ErrorRate: 57.0% -> [-740.7523296631203, -8.69565884784847, 406.7092831546827]
  657-th training, ErrorRate: 57.0% -> [-740.7523296631203, -8.69565884784847, 406.7092831546827]
  658-th training, ErrorRate: 57.0% -> [-740.7523296631203, -8.69565884784847, 406.7092831546827]
  659-th training, ErrorRate: 57.0% -> [-740.7523296631203, -8.69565884784847, 406.7092831546827]
  660-th training, ErrorRate: 57.0% -> [-740.7523296631203, -8.69565884784847, 406.7092831546827]
  661-th training, ErrorRate: 57.0% -> [-740.7523296631203, -8.69565884784847, 406.7092831546827]
  662-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  663-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  664-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  665-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  666-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  667-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  668-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  669-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  670-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  671-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  672-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  673-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  674-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  675-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  676-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  677-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  678-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  679-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  680-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  681-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  682-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  683-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  684-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  685-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  686-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  687-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  688-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  689-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  690-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  691-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  692-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  693-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  694-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  695-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  696-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  697-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  698-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  699-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  700-th training, ErrorRate: 50.0% -> [-740.2523296631203, 32.55434115215153, 407.0592831546827]
  701-th training, ErrorRate: 53.0% -> [-740.7523296631203, -1.4456588478484704, 398.3592831546827]
  702-th training, ErrorRate: 78.0% -> [-741.2523296631203, -33.84565884784847, 392.2592831546827]
  703-th training, ErrorRate: 77.0% -> [-741.7523296631203, -78.69565884784848, 381.2592831546827]
  704-th training, ErrorRate: 77.0% -> [-741.7523296631203, -78.69565884784848, 381.2592831546827]
  705-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  706-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  707-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  708-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  709-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  710-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  711-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  712-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  713-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  714-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  715-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  716-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  717-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  718-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  719-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  720-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  721-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  722-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  723-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  724-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  725-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  726-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  727-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  728-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  729-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  730-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  731-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  732-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  733-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  734-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  735-th training, ErrorRate: 53.0% -> [-742.2523296631203, -117.54565884784847, 370.65928315468267]
  736-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  737-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  738-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  739-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  740-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  741-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  742-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  743-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  744-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  745-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  746-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  747-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  748-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  749-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  750-th training, ErrorRate: 50.0% -> [-742.7523296631203, -145.89565884784847, 360.4592831546827]
  751-th training, ErrorRate: 61.0% -> [-742.2523296631203, -92.14565884784847, 363.3092831546827]
  752-th training, ErrorRate: 87.0% -> [-741.7523296631203, -43.295658847848465, 366.1592831546827]
  753-th training, ErrorRate: 53.0% -> [-741.2523296631203, -3.2956588478484647, 368.50928315468275]
  754-th training, ErrorRate: 53.0% -> [-741.2523296631203, -3.2956588478484647, 368.50928315468275]
  755-th training, ErrorRate: 53.0% -> [-741.2523296631203, -3.2956588478484647, 368.50928315468275]
  756-th training, ErrorRate: 53.0% -> [-741.2523296631203, -3.2956588478484647, 368.50928315468275]
  757-th training, ErrorRate: 53.0% -> [-741.2523296631203, -3.2956588478484647, 368.50928315468275]
  758-th training, ErrorRate: 53.0% -> [-741.2523296631203, -3.2956588478484647, 368.50928315468275]
